#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-B3AA733A4BDE41-1CD58AD9E4528FF7
#datatype	hitsFull Results
#status	0
#Start time	2020-12-09T13:44:56	Run time	0:00:09:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	214862	277	335	5.86537e-07	46.0202	smart00858	SAF	 - 	cl00555
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#360 - >340:Streptococcus agalactiae NEM316 (serotype III) | neuB	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	specific	274655	2	329	0	562.974	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	superfamily	274655	2	329	0	562.974	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	274655	2	329	0	562.974	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	274655	2	329	0	562.974	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	specific	376990	22	259	2.35399e-137	389.55	pfam03102	NeuB	 - 	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	superfamily	388417	22	259	2.35399e-137	389.55	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	376990	22	259	2.35399e-137	389.55	pfam03102	NeuB	 - 	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	376990	22	259	2.35399e-137	389.55	pfam03102	NeuB	 - 	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	specific	225000	2	335	7.22761e-137	392.466	COG2089	SpsE	 - 	cl30261
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	superfamily	225000	2	335	7.22761e-137	392.466	cl30261	SpsE superfamily	 - 	 - 
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	225000	2	335	7.22761e-137	392.466	COG2089	SpsE	 - 	cl30261
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	225000	2	335	7.22761e-137	392.466	COG2089	SpsE	 - 	cl30261
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	163337	2	324	1.47535e-101	301.917	TIGR03586	PseI	 - 	cl31462
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	superfamily	163337	2	324	1.47535e-101	301.917	cl31462	PseI superfamily	 - 	 - 
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	163337	2	324	1.47535e-101	301.917	TIGR03586	PseI	 - 	cl31462
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	163337	2	324	1.47535e-101	301.917	TIGR03586	PseI	 - 	cl31462
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	superfamily	382078	277	332	1.59478e-18	78.151	cl00555	SAF superfamily	 - 	 - 
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	378023	277	335	5.39261e-09	51.7931	pfam08666	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	378023	277	335	5.39261e-09	51.7931	pfam08666	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	378023	277	335	5.39261e-09	51.7931	pfam08666	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	specific	214862	277	335	5.86537e-07	46.0202	smart00858	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	214862	277	335	5.86537e-07	46.0202	smart00858	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	214862	277	335	5.86537e-07	46.0202	smart00858	SAF	 - 	cl00555
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#361 - >354:Streptococcus agalactiae GD201008-001 (serotype Ia) | A964_1134	non-specific	273577	77	253	0.00262369	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	superfamily	274655	2	329	0	562.203	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	superfamily	225000	2	335	4.0072e-137	392.851	cl30261	SpsE superfamily	 - 	 - 
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	superfamily	388417	22	259	4.58851e-137	388.78	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	superfamily	163337	2	324	8.47002e-102	302.302	cl31462	PseI superfamily	 - 	 - 
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	superfamily	382078	277	332	1.59478e-18	78.151	cl00555	SAF superfamily	 - 	 - 
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#362 - >325:Streptococcus agalactiae 2603 (serotype V) | SAG1161	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	superfamily	274655	2	329	0	562.203	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	274655	2	329	0	562.203	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	superfamily	225000	2	335	4.0072e-137	392.851	cl30261	SpsE superfamily	 - 	 - 
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225000	2	335	4.0072e-137	392.851	COG2089	SpsE	 - 	cl30261
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	superfamily	388417	22	259	4.58851e-137	388.78	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	376990	22	259	4.58851e-137	388.78	pfam03102	NeuB	 - 	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	superfamily	163337	2	324	8.47002e-102	302.302	cl31462	PseI superfamily	 - 	 - 
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	163337	2	324	8.47002e-102	302.302	TIGR03586	PseI	 - 	cl31462
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	superfamily	382078	277	332	1.59478e-18	78.151	cl00555	SAF superfamily	 - 	 - 
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	212160	277	332	1.59478e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	378023	277	335	6.00819e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	214862	277	335	6.79555e-07	45.635	smart00858	SAF	 - 	cl00555
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	225431	99	260	0.000325011	41.5805	COG2876	AroGA	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#363 - >326:Streptococcus agalactiae 138spar | DN94_05425	non-specific	273577	77	253	0.00264745	38.8648	TIGR01361	DAHP_synth_Bsub	N	cl17225
